file,emotion,face,AUS01,AUS02,AUS04,AUS05,AUS06,AUS07,AUS09,AUS10,AUS12,AUS14,AUS15,AUS17,AUS18,AUS20,AUS22,AUS23,AUS24,AUS25,AUS26,AUS27
bbbbbbbb_6.png,angry,0,0.4209812,0.27225885,0.64087003,0.31243464,0.497418,1.0,0.46840903,0.88854426,0.0,0.4063038,0.37964717,0.3191685,0.29125044,1.0,0.8422277,0.035116933,0.99966145,0.7570742,0.048541714,0.7199737
bfsobsqq_6.png,angry,0,0.29292986,0.29789782,0.91163874,0.23484474,0.34472066,1.0,0.4458925,0.03825735,0.0,0.59163046,0.37767878,0.47896028,0.3023555,1.0,0.4443791,0.08623375,0.9957605,0.51961625,0.028372813,0.6143197
bjaqkgtt_6.png,angry,0,0.27455372,0.2172762,0.85909104,0.30641973,0.2940539,0.0,0.45801345,0.0498148,1.0,0.14866786,0.5941177,0.1340903,0.31238538,0.0,0.40218216,0.22465383,0.69378465,0.33488172,0.19175948,0.1534872
bqumbknm_6.png,angry,0,0.35291243,0.25241122,0.5508963,0.38309303,0.23003379,0.0,0.28606936,0.0017793517,1.0,0.18019494,0.22611706,0.18917622,0.48552108,0.0,0.5165458,0.37610593,0.6936045,0.11370819,0.16738515,0.24308589
cayljxzc_6.png,angry,0,0.29267767,0.15347682,0.6429997,0.3210264,0.45036274,0.0,0.5558565,0.47533277,1.0,0.29644135,0.5434623,0.67854154,0.44242725,0.0,0.34724972,0.43503222,0.61651087,0.14748675,0.18047951,0.14568771
cbpbxhld_6.png,angry,0,0.37395993,0.32101157,0.84419185,0.3352491,0.16797349,1.0,0.43682507,0.060715493,1.0,0.24925034,0.26242542,0.38990325,0.38509217,1.0,0.18446223,0.19031274,0.8144207,0.36961365,0.024051493,0.15774089
cjnqjund_6.png,angry,0,0.2773505,0.16810215,0.23345245,0.2669339,0.3310556,1.0,0.33908695,0.813015,1.0,0.1921628,0.64720124,0.2325212,0.3589397,1.0,0.5192365,0.6130165,0.26791978,0.24300224,0.47913614,0.48628265
daktemmq_6.png,angry,0,0.4700501,0.28750956,0.47076708,0.38819906,0.12406265,1.0,0.18340209,0.00058607734,0.0,0.09669586,0.42958415,0.45026577,0.5917747,0.0,0.54690635,0.60414004,0.0076543125,0.20072709,0.07661343,0.063390136
daqasxqt_6.png,angry,0,0.4214184,0.120810285,0.7351223,0.31990296,0.42162907,1.0,0.53960025,0.94506335,1.0,0.23128043,0.46454486,0.12031003,0.48278937,1.0,0.50569886,0.28694257,0.99979824,0.5985893,0.028691472,0.7135455
dbdmunql_6.png,angry,0,0.57418025,0.4047459,0.67587316,0.31818935,0.53204685,1.0,0.46609437,0.7007171,1.0,0.29799432,0.2790245,0.15813991,0.3921715,1.0,0.6476926,0.04289085,0.9994192,0.66807437,0.08275069,0.23120302
dddddddd_6.png,angry,0,0.28980356,0.22013545,0.55217004,0.30998036,0.311835,0.0,0.47802553,0.015392764,0.0,0.20267347,0.3706211,0.13922593,0.29275504,1.0,0.5607767,0.22085927,0.980977,0.46743962,0.23968081,0.6114607
dlqnfuhe_6.png,angry,0,0.38323438,0.12857096,0.88387394,0.23336092,0.41226766,1.0,0.7174816,0.40777123,1.0,0.3301227,0.3013693,0.37986872,0.28396687,1.0,0.32549128,0.027355928,0.9999466,0.81513023,0.02068825,0.6580763
dpfmgrks_6.png,angry,0,0.39139524,0.19166276,0.542748,0.34731898,0.5499163,0.0,0.506498,0.5577193,1.0,0.55083054,0.35972363,0.6032779,0.534147,1.0,0.35626376,0.52427477,0.95793617,0.32011932,0.039470803,0.84014064
dxetvmdg_6.png,angry,0,0.2444228,0.29669127,0.5097799,0.26654458,0.41050312,0.0,0.26056993,0.28716594,0.0,0.28546262,0.5269718,0.38227934,0.46519488,0.0,0.14991786,0.6775195,0.033300586,0.024218865,0.37149894,0.20209524
edkagdnv_6.png,angry,0,0.4983239,0.35170162,0.25357056,0.4286943,0.12898466,0.0,0.39510828,0.057605755,0.0,0.25828347,0.3578776,0.3080029,0.4086069,0.0,0.6902899,0.5036911,0.6850161,0.2982762,0.38822845,0.23569168
efstbefh_6.png,angry,0,0.40348935,0.22790504,0.7911845,0.24278067,0.20624541,1.0,0.77408147,0.8020446,0.0,0.11100613,0.3812856,0.30899867,0.36403197,1.0,0.6769353,0.096105576,0.97916645,0.31907567,0.20388639,0.4802484
ekdjgldk_6.png,angry,0,0.42715526,0.18155763,0.49703673,0.31788898,0.41822216,1.0,0.43460903,0.0153306145,0.0,0.31760693,0.35242277,0.4162512,0.30582848,1.0,0.6293032,0.045942932,0.99904543,0.82173604,0.29864866,0.421408
enhvlrto_6.png,angry,0,0.25885332,0.21805261,0.6572689,0.2394254,0.4014919,1.0,0.38670653,0.16212004,1.0,0.5300697,0.57546574,0.5057264,0.48121312,0.0,0.58050513,0.15561989,0.5837549,0.11559603,0.03434489,0.20709573
eqzopyva_6.png,angry,0,0.3840332,0.4287717,0.52761245,0.46086437,0.331968,1.0,0.5866756,0.91083544,1.0,0.43318525,0.32259032,0.21597457,0.4201475,1.0,0.5417569,0.19788896,0.97052675,0.2584478,0.04358096,0.36022127
erejzejf_6.png,angry,0,0.2304318,0.20799112,0.4428181,0.32333335,0.1562566,0.0,0.24346873,0.025992211,0.0,0.20994066,0.62706953,0.08997605,0.4219768,0.0,0.4323345,0.619618,0.24706294,0.08341884,0.08828653,0.12864973
etgapztf_6.png,angry,0,0.28766572,0.21703991,0.28392318,0.3059717,0.5497724,1.0,0.42571706,0.53269005,1.0,0.36005372,0.5513511,0.23795466,0.40596086,1.0,0.46821743,0.057464864,0.99989235,0.7252111,0.18950044,0.34925088
fcjnjthf_6.png,angry,0,0.38843912,0.26229805,0.45772836,0.32189035,0.19469628,0.0,0.4633311,0.012883666,0.0,0.0610504,0.26408756,0.13232854,0.3613861,1.0,0.7889389,0.33670777,0.8704372,0.50673693,0.094533116,0.3684853
fckrphgz_6.png,angry,0,0.3770687,0.25395823,0.9218127,0.24209021,0.67741627,1.0,0.67456555,0.07463057,1.0,0.7258833,0.5453099,0.24359214,0.43469426,1.0,0.20802402,0.5742103,0.99059945,0.043638248,0.046323247,0.5671751
fohpqsuv_6.png,angry,0,0.3477713,0.27105102,0.780579,0.27815774,0.13724467,0.0,0.37531754,0.44636324,0.0,0.11748508,0.18668039,0.12167529,0.3483905,0.0,0.64541847,0.37566033,0.56104296,0.29899874,0.34565938,0.23139742
fvmwdcgx_6.png,angry,0,0.36701968,0.11898416,0.71006525,0.3126872,0.24904604,1.0,0.47837794,0.029611262,1.0,0.13302976,0.32593632,0.1314532,0.28737077,1.0,0.48475838,0.38470542,0.10992579,0.09664924,0.058094874,0.13003893
gbeslyfw_6.png,angry,0,0.3497707,0.22853823,0.83231366,0.27577552,0.24204978,0.0,0.48054782,0.33453387,1.0,0.19342934,0.2597779,0.34230894,0.41787016,0.0,0.44479087,0.20441194,0.7811611,0.16029973,0.122608304,0.5152962
gfozfppn_6.png,angry,0,0.4565866,0.20243455,0.21816744,0.35710874,0.123282254,1.0,0.2867372,0.9796937,0.0,0.23491627,0.30892125,0.217273,0.29520765,0.0,0.6857696,0.15589905,0.88223344,0.3469977,0.3741649,0.24691036
gkasidqp_6.png,angry,0,0.34395245,0.15305312,0.78798497,0.25415012,0.44843748,1.0,0.660649,0.937419,0.0,0.18211938,0.3016784,0.2568312,0.26953724,1.0,0.31059217,0.009221277,0.99663794,0.7760936,0.017171526,0.891229
haapovkb_6.png,angry,0,0.31932187,0.16825917,0.41189504,0.27962273,0.2353427,0.0,0.37007177,0.26000994,1.0,0.12077218,0.516628,0.037012424,0.35211295,0.0,0.24626479,0.3506583,0.022704046,0.12216687,0.3114042,0.10894382
hcefsoyr_6.png,angry,0,0.50390726,0.33943886,0.56877446,0.6652307,0.07601728,0.0,0.22426118,0.015222429,1.0,0.043448977,0.48776898,0.74656546,0.36151266,0.0,0.6156469,0.21684507,0.9771822,0.29231882,0.05740545,0.32082817
hddtkpjz_6.png,angry,0,0.3065878,0.19591498,0.46181494,0.43435797,0.15472767,1.0,0.27213642,0.013568894,1.0,0.24341244,0.598301,0.56005704,0.4682329,0.0,0.609008,0.6050006,0.42032686,0.22853096,0.060066577,0.12464696
hfimvdaw_6.png,angry,0,0.2698719,0.18158111,0.2737654,0.3070888,0.26929122,0.0,0.2977306,0.15069453,1.0,0.14506742,0.55720985,0.10013934,0.2921509,1.0,0.53616935,0.1535017,0.99630165,0.407025,0.113548994,0.28176892
hpesavhc_6.png,angry,0,0.46507716,0.24444553,0.84603477,0.30542848,0.2636053,1.0,0.5129849,0.013513124,1.0,0.12971894,0.28868455,0.24093941,0.41682234,1.0,0.6163958,0.33653662,0.81409484,0.32520002,0.20168547,0.4328096
hvfafkfu_6.png,angry,0,0.30771223,0.24058248,0.41385168,0.355886,0.20577481,0.0,0.55651855,0.0536588,0.0,0.17028426,0.39563105,0.023474088,0.34546536,1.0,0.42281988,0.28675482,0.9259824,0.34347653,0.2240313,0.26377362
iadkxdyw_6.png,angry,0,0.37684497,0.16608131,0.58709323,0.39639044,0.28693053,0.0,0.44809672,0.0010516971,1.0,0.09883963,0.39849356,0.21674666,0.3296686,1.0,0.5837469,0.15128928,0.9726643,0.59131396,0.016522232,0.22469436
ibicefdh_6.png,angry,0,0.31169403,0.20403552,0.5114389,0.33215928,0.34302363,0.0,0.45628121,0.5815518,0.0,0.42534155,0.4718963,0.15553147,0.27732778,1.0,0.54198366,0.06861812,0.998667,0.67101824,0.17800117,0.5636161
ifhtqjlg_6.png,angry,0,0.47298038,0.38475025,0.3125112,0.3680406,0.20643145,0.0,0.27049926,0.00084800646,1.0,0.19541238,0.3280467,0.26477137,0.50843835,0.0,0.51967347,0.50577486,0.0073107365,0.049443487,0.22390425,0.42472786
ijijoijo_6.png,angry,0,0.43418208,0.30340394,0.80097944,0.24069011,0.55528677,1.0,0.56008774,0.40154803,1.0,0.6521676,0.35917318,0.3167216,0.23930235,1.0,0.46439293,0.020347523,0.99998987,0.7323232,0.156017,0.43648574
ijknmbtd_6.png,angry,0,0.35665986,0.13168271,0.3344642,0.34115642,0.42719975,1.0,0.5847795,0.8628041,0.0,0.43845487,0.4038805,0.20405689,0.3054367,1.0,0.2725659,0.1440468,0.9992174,0.3253441,0.16715576,0.22875413
ijoikokkk_6.png,angry,0,0.43276983,0.2471078,0.70275706,0.31162053,0.15168822,1.0,0.43501538,0.59031934,0.0,0.18220182,0.31812155,0.15129405,0.3683093,1.0,0.40341398,0.017641505,0.9998461,0.76116973,0.20947589,0.48804766
ijokllkk_6.png,angry,0,0.5980974,0.34317574,0.32617962,0.3488649,0.8472847,1.0,0.4512209,0.99333006,1.0,0.80390066,0.7524369,0.16965112,0.21476147,1.0,0.33779958,0.05375838,0.9999746,0.4223379,0.057202715,0.8613877
iskecayc_6.png,angry,0,0.34360588,0.16252926,0.36817718,0.27815005,0.65665823,0.0,0.4034343,0.02230277,1.0,0.5002248,0.4933636,0.45181718,0.5284166,0.0,0.1832306,0.7154094,0.012000185,0.13088617,0.036143914,0.6325127
itthwraq_6.png,angry,0,0.32205367,0.24775296,0.22311236,0.3838827,0.24100868,0.0,0.3076187,0.21583347,0.0,0.26510835,0.38762864,0.27357742,0.36053798,1.0,0.7261699,0.052784786,0.99725,0.5182525,0.21260647,0.20748338
iucmfaay_6.png,angry,0,0.47380635,0.3888459,0.31288657,0.372472,0.12752195,1.0,0.25510424,0.024084652,0.0,0.07385937,0.157701,0.10910958,0.37240255,0.0,0.37427413,0.052449502,0.6659635,0.19978744,0.055074457,0.066101335
jpxtqenm_6.png,angry,0,0.24872385,0.2898502,0.5343712,0.3222581,0.4598277,1.0,0.37860084,0.0031717073,0.0,0.49695858,0.59984696,0.18842797,0.3968741,0.0,0.50189674,0.5507728,0.06580172,0.04938019,0.11711268,0.27833912
jrqecequ_6.png,angry,0,0.42650536,0.2295624,0.3109146,0.38719913,0.18932556,0.0,0.3080845,0.52959365,1.0,0.12295215,0.27658942,0.298462,0.40003842,1.0,0.66776663,0.11287319,0.98987657,0.43971983,0.096300304,0.5403195
jvcsglzc_6.png,angry,0,0.4380029,0.42657232,0.52918154,0.29480907,0.30427536,1.0,0.47642264,0.14102405,0.0,0.24815583,0.3332044,0.16460629,0.34564656,1.0,0.6336103,0.31312045,0.9914758,0.42484704,0.2723752,0.17505313
kehgoqtf_6.png,angry,0,0.2756415,0.23830108,0.432524,0.32401675,0.13992424,0.0,0.3837913,0.109687515,0.0,0.056085676,0.5918178,0.075357065,0.45635727,0.0,0.39697453,0.44915253,0.95842683,0.121066324,0.10412093,0.12545319
kgygrpuj_6.png,angry,0,0.4435991,0.35080448,0.2149891,0.48784444,0.2567763,1.0,0.46890137,0.18428698,0.0,0.28731984,0.5065575,0.28675917,0.55108005,0.0,0.69689864,0.3851186,0.52836114,0.06531056,0.060500547,0.24984272
kiksjruh_6.png,angry,0,0.46047604,0.55009997,0.7709497,0.37705153,0.27115047,0.0,0.46323225,0.07747554,1.0,0.27295262,0.25191337,0.12939079,0.49828738,0.0,0.34364122,0.3653352,0.5905954,0.07336801,0.50660735,0.37768957
kjlnammx_6.png,angry,0,0.38259226,0.25431445,0.42308953,0.31563956,0.38149714,1.0,0.50399226,0.73457086,1.0,0.24872607,0.33593765,0.45117867,0.30098954,1.0,0.73760176,0.096445836,0.9894386,0.610987,0.13567404,0.44737053
ksgkyswo_6.png,angry,0,0.22057752,0.14167911,0.8537906,0.2748207,0.17437671,1.0,0.32633933,0.08525254,1.0,0.05540588,0.10990615,0.14538792,0.37107068,1.0,0.22248854,0.16811506,0.9862011,0.19353828,0.02889517,0.7685575
lbbclxdi_6.png,angry,0,0.34924465,0.46845424,0.63760865,0.2786596,0.2751622,0.0,0.42610118,0.00033504207,0.0,0.31506732,0.48066747,0.10472418,0.3346512,0.0,0.55783343,0.32045105,0.9660116,0.32224646,0.38932303,0.4992441
lcgcjnlr_6.png,angry,0,0.29308632,0.09605283,0.5009859,0.4022098,0.168088,0.0,0.18576738,0.046775226,0.0,0.1999376,0.619756,0.31382057,0.41778013,0.0,0.3186043,0.6133049,0.3649385,0.11401742,0.27066153,0.04885139
lkenkkli_6.png,angry,0,0.39165682,0.3179423,0.47030297,0.3731485,0.1822254,1.0,0.4759965,0.033920057,0.0,0.19842096,0.30748722,0.20124608,0.4131445,1.0,0.75303835,0.3744217,0.553376,0.31687632,0.41218776,0.45423076
lkknkhaa_6.png,angry,0,0.33124045,0.23349656,0.85313034,0.2602086,0.3194118,1.0,0.59754765,0.051131323,0.0,0.19633256,0.5146888,0.7592821,0.3279312,1.0,0.35922965,0.09097401,0.9931143,0.43479502,0.03033434,0.26922363
llwbmpir_6.png,angry,0,0.25308734,0.2375182,0.49957514,0.30761424,0.1538618,1.0,0.28481364,0.15834884,0.0,0.06672172,0.3947637,0.35803467,0.41341302,0.0,0.44941977,0.657394,0.08834116,0.049627107,0.21810849,0.115662314
ltdbqyxl_6.png,angry,0,0.4442279,0.28524917,0.7418034,0.3118034,0.39277062,0.0,0.6010982,0.9193643,0.0,0.34159955,0.40478644,0.42831945,0.29652688,1.0,0.416699,0.008310539,0.9999746,0.8056826,0.018653609,0.44919795
lvjiluxj_6.png,angry,0,0.27583706,0.20606865,0.35221508,0.3447312,0.2136376,1.0,0.33190626,0.046207584,1.0,0.13037151,0.2587424,0.20835952,0.51478815,0.0,0.6163518,0.3985369,0.26636606,0.23364982,0.5165173,0.40152073
lyotpuje_6.png,angry,0,0.25822625,0.24246079,0.37231222,0.30638975,0.2578588,1.0,0.49763715,0.018025052,0.0,0.12562343,0.379132,0.32669023,0.4253382,1.0,0.3132452,0.33421415,0.08189043,0.07564255,0.076233186,0.73080075
mdqsejgt_6.png,angry,0,0.27241322,0.2318022,0.187969,0.32123482,0.21213277,0.0,0.43194693,0.019859178,0.0,0.111698195,0.615803,0.2626114,0.35517794,0.0,0.65354335,0.6701138,0.1115542,0.29259646,0.71664315,0.43827373
mdzzspak_6.png,angry,0,0.34287766,0.10167005,0.5743433,0.2470933,0.45981663,1.0,0.3759518,0.48903483,0.0,0.2435655,0.24883042,0.56089824,0.35126632,1.0,0.58892566,0.013048861,0.9926658,0.80071676,0.045057993,0.85367167
mfqjolns_6.png,angry,0,0.35919935,0.32233065,0.69999266,0.33040896,0.20075694,0.0,0.4850777,0.0074190055,0.0,0.060968813,0.20735209,0.17664264,0.42659897,0.0,0.49693608,0.24681024,0.08865095,0.1082625,0.100918986,0.19735302
mjkihthz_6.png,angry,0,0.30245185,0.10482605,0.45192868,0.31364295,0.21821927,1.0,0.30066392,0.91445816,1.0,0.14293069,0.33011875,0.075903885,0.32933322,0.0,0.342029,0.35847118,0.4117335,0.10539848,0.06602182,0.13875799
mjuoeoyf_6.png,angry,0,0.33957702,0.18242364,0.5012743,0.33695224,0.1440631,0.0,0.28900787,0.20788412,1.0,0.11611016,0.49539256,0.09423634,0.39867505,0.0,0.20951763,0.5358544,0.111990176,0.1341325,0.1011743,0.11861116
mndhsqav_6.png,angry,0,0.2243618,0.20733853,0.66158706,0.28131825,0.45300373,1.0,0.6866085,0.37958166,1.0,0.39289764,0.25410154,0.1421662,0.548317,0.0,0.347568,0.53747034,0.014844377,0.034582738,0.06950302,0.5453452
mrpkjlrj_6.png,angry,0,0.37314087,0.12728997,0.3531338,0.31637985,0.26618084,1.0,0.3796188,0.95420665,1.0,0.24802646,0.26431546,0.6342114,0.38541448,1.0,0.34632707,0.13883391,0.997698,0.4135304,0.06924791,0.25854856
mszswsaa_6.png,angry,0,0.37868237,0.30652216,0.7471896,0.33102995,0.24767174,1.0,0.6561689,0.22894213,0.0,0.23944585,0.20080896,0.52802044,0.6608679,0.0,0.449537,0.52261335,0.09318508,0.10661174,0.122650035,0.53286326
mxxflnvs_6.png,angry,0,0.3289743,0.23668504,0.6017158,0.28220475,0.42038408,1.0,0.55484116,0.28288102,1.0,0.23833272,0.1935916,0.24081472,0.432344,1.0,0.32206392,0.16073078,0.99818534,0.39864612,0.11107294,0.54991114
mzikfwup_6.png,angry,0,0.5603786,0.21168168,0.27307403,0.43186375,0.2543265,1.0,0.27305228,0.0071377866,0.0,0.19289213,0.11998442,0.1823246,0.5213295,0.0,0.5456543,0.33411363,0.22054869,0.062762275,0.21283615,0.080376625
ncuzfxfo_6.png,angry,0,0.30316457,0.3158885,0.29409432,0.30026442,0.26105827,1.0,0.39683154,0.066136695,0.0,0.29505792,0.3303424,0.28309146,0.2643584,1.0,0.6625509,0.12614733,0.95576763,0.70235896,0.14544207,0.6271945
nggqgmkx_6.png,angry,0,0.45180884,0.33939952,0.6762478,0.30022702,0.48391876,1.0,0.65517503,0.2823276,1.0,0.6878321,0.1836223,0.5098133,0.36045608,1.0,0.5404074,0.021152867,0.99941945,0.77636236,0.17496553,0.6463841
niaizaui_6.png,angry,0,0.33744156,0.30782345,0.2852779,0.35515964,0.16951369,0.0,0.36587775,0.0050248057,1.0,0.065603346,0.40829238,0.5082347,0.41991204,1.0,0.3877402,0.21262437,0.8939572,0.6061404,0.29646525,0.26651618
nivowqgk_6.png,angry,0,0.23538314,0.17961958,0.30150604,0.3856446,0.1606227,0.0,0.2611467,0.7924612,1.0,0.18662442,0.52712905,0.18995376,0.44316462,0.0,0.26329088,0.42204252,0.9274701,0.13045663,0.036236137,0.041814577
nlbibpbd_6.png,angry,0,0.45228687,0.19906233,0.8881118,0.22837718,0.5649271,1.0,0.7452986,0.5326392,0.0,0.56731933,0.3645647,0.59702474,0.43272734,1.0,0.31288546,0.24375412,0.994795,0.45217502,0.014108882,0.87509537
nlhunkeq_6.png,angry,0,0.43156603,0.24874634,0.20319134,0.3375248,0.13097075,0.0,0.25242952,0.35092688,1.0,0.13198178,0.5529818,0.56494415,0.46154216,0.0,0.42085406,0.58373594,0.9582508,0.20147763,0.11880885,0.1446706
nmkkpqag_6.png,angry,0,0.3565439,0.3058549,0.7476364,0.2732338,0.29565758,1.0,0.4648526,0.4277419,0.0,0.16470693,0.33219725,0.3645115,0.46223578,1.0,0.76551247,0.65754104,0.52460796,0.3966668,0.29941964,0.5670089
nnfzpwxh_6.png,angry,0,0.32296297,0.31964275,0.48698518,0.29908174,0.29079455,0.0,0.55292076,0.05694213,0.0,0.29309753,0.5957951,0.17510007,0.3341643,1.0,0.6952916,0.078656875,0.9806835,0.38725266,0.20631845,0.32757375
nouprybs_6.png,angry,0,0.42870483,0.24411492,0.4114281,0.3617142,0.28936765,1.0,0.50618845,0.0139744235,0.0,0.09196921,0.22938661,0.32045847,0.37311903,1.0,0.6794772,0.05346525,0.97786385,0.49607268,0.20230095,0.2346707
nskzphca_6.png,angry,0,0.33964363,0.31052393,0.65769595,0.30494347,0.25497478,1.0,0.28247786,0.002467572,0.0,0.17677918,0.2182326,0.71463406,0.3423955,0.0,0.6906922,0.15011482,0.4972496,0.4423023,0.06883164,0.50878483
nwjandkw_6.png,angry,0,0.46461836,0.32644248,0.62668777,0.26936764,0.4180299,0.0,0.58515537,0.5813935,0.0,0.15523607,0.70859843,0.67563444,0.53128946,0.0,0.37844816,0.50383574,0.31818008,0.15024361,0.060396686,0.5492367
nyxwoazi_6.png,angry,0,0.3196046,0.26214314,0.7114607,0.31065693,0.23387474,1.0,0.5001527,0.043358877,0.0,0.2726188,0.27960357,0.24683702,0.39238796,0.0,0.55168265,0.2966218,0.82137513,0.08693912,0.523741,0.50033855
oayicbck_6.png,angry,0,0.378797,0.3664465,0.49045593,0.2816147,0.31338298,0.0,0.5303329,0.020247584,1.0,0.13056071,0.5649144,0.19726303,0.4761906,1.0,0.6298158,0.57154405,0.60153884,0.10568667,0.14233269,0.1554653
obxgsvri_6.png,angry,0,0.26677984,0.3434409,0.17695905,0.32889068,0.39532447,0.0,0.5015713,0.20028266,0.0,0.26010308,0.42583996,0.14786398,0.44285214,1.0,0.47450313,0.23111713,0.86723715,0.19459407,0.45698258,0.3497336
odufbtqf_6.png,angry,0,0.46045637,0.27957302,0.49414992,0.27835947,0.33062887,1.0,0.5871041,0.24388932,0.0,0.09015029,0.45147744,0.29014206,0.31281176,0.0,0.6836352,0.21957168,0.92667216,0.29924268,0.214127,0.55656093
ofmwwhgw_6.png,angry,0,0.38884065,0.16892248,0.6160521,0.2965008,0.24749549,0.0,0.28864664,0.1489668,1.0,0.1071665,0.42135158,0.16233379,0.36691734,0.0,0.3237072,0.4848255,0.5623515,0.21527654,0.03636195,0.17578767
ohpqurdq_6.png,angry,0,0.33250257,0.2119484,0.6293691,0.33080798,0.2694924,0.0,0.44164172,0.5949968,1.0,0.3722156,0.32035416,0.7715933,0.45389727,1.0,0.4117199,0.4390735,0.88599485,0.25700533,0.28969452,0.24429855
omstmmot_6.png,angry,0,0.22613743,0.17833614,0.44980872,0.31193843,0.31777546,1.0,0.65122443,0.91748166,1.0,0.6704356,0.6158564,0.4175757,0.4510018,1.0,0.5947266,0.17265125,0.9996859,0.8316641,0.076651976,0.2820349
ooiijkjl_6.png,angry,0,0.41053003,0.31617585,0.25643474,0.27634674,0.29761368,0.0,0.36915097,0.226529,0.0,0.21836701,0.31315035,0.101484716,0.31404495,1.0,0.6975254,0.059623186,0.99746835,0.74415326,0.21136042,0.43293923
ooooopoo_6.png,angry,0,0.28413972,0.26616567,0.3427695,0.33375317,0.32666004,1.0,0.37229514,0.86604047,0.0,0.39978504,0.32239845,0.34604612,0.27109334,1.0,0.26789713,0.015286037,0.9900699,0.7312966,0.081913956,0.075236216
opfbfcjz_6.png,angry,0,0.3745644,0.2522466,0.76053643,0.3532354,0.22328994,1.0,0.32556036,0.28534067,0.0,0.39722034,0.29004183,0.13175505,0.4909625,0.0,0.71210647,0.36926982,0.6136053,0.1354587,0.085970856,0.39522165
orzmiwzt_6.png,angry,0,0.23380543,0.1473415,0.30714262,0.36551777,0.16180973,0.0,0.37034777,0.026325427,0.0,0.12216815,0.1859334,0.23229854,0.29284504,0.0,0.33354196,0.1434362,0.6742908,0.21190922,0.080083266,0.1119362
owyrcnuw_6.png,angry,0,0.3113916,0.37844682,0.085968286,0.46342146,0.1694399,0.0,0.2771654,0.07201892,0.0,0.09360291,0.13055862,0.17848566,0.3447739,1.0,0.44149882,0.21346384,0.53048027,0.18419535,0.134436,0.2175264
pffwcbbq_6.png,angry,0,0.3555183,0.20792155,0.410074,0.35824832,0.15698999,1.0,0.3864385,0.016887793,0.0,0.1844478,0.12263496,0.3301963,0.32489237,1.0,0.5559094,0.083218805,0.95975655,0.13426967,0.14864959,0.14932248
pfzyhgkf_6.png,angry,0,0.4175243,0.26130134,0.9633437,0.24188058,0.36516765,1.0,0.75723314,0.4490463,1.0,0.29285976,0.33467367,0.3017258,0.46622172,1.0,0.26398328,0.41630453,0.9820171,0.16927029,0.07964542,0.90501046
